"Media/File ID",Title,Description,"Core or Supplemental","File Language","Research Topic",Copyright,"Link to File","CDE Language"
6281,facit-f-copyright-statement.docx,"The Functional Assessment of Chronic Illness Therapy Fatigue (FACIT-F) is a 40-item measure that assesses self-reported fatigue and its impact upon daily activities and function.",Supplemental,English,Fatigue,Yes,https://heal.nih.gov/files/CDEs/2023-07/facit-f-copyright-statement.docx,English
6301,fsmc-copyright-statement.docx,"The Fatigue Scale for Motor and Cognitive Functions (FSMC) assessment of multiple sclerosis (MS) related cognitive and motor fatigue.",Supplemental,English,Fatigue,Yes,https://heal.nih.gov/files/CDEs/2023-07/fsmc-copyright-statement.docx,English
6306,fss-copyright-statement.docx,"The Fatigue Severity Scale (FSS) assesses fatigue as a symptom of a variety of different chronic conditions and disorders.",Supplemental,English,Fatigue,Yes,https://heal.nih.gov/files/CDEs/2023-07/fss-copyright-statement.docx,English
6311,maf-tens-copyright-statement_.docx,"The Multidimensional Assessment of Fatigue Scale (MAF) is an assessment tool to measure fatigue and intervention effectiveness.",Supplemental,English,Fatigue,Yes,https://heal.nih.gov/files/CDEs/2023-07/maf-tens-copyright-statement_.docx,English
6146,pubertal-developmental-scale-crf.docx,"The Pubertal Developmental Scale (PDS) is a self-report measure, which assesses pubertal development derived from physical examination.",Supplemental,English,"Developmental Measure",No,https://heal.nih.gov/files/CDEs/2023-07/pubertal-developmental-scale-crf.docx,English
6141,pubertal-developmental-scale-cde.xlsx,"The Pubertal Developmental Scale (PDS) is a self-report measure, which assesses pubertal development derived from physical examination.",Supplemental,English,"Developmental Measure",No,https://heal.nih.gov/files/CDEs/2023-07/pubertal-developmental-scale-cde.xlsx,English
6131,dialysis-symptom-index-crf.docx,"The Dialysis Symptom Index (DSI) assesses symptoms and their severity in patients with end-stage renal disease.",Supplemental,English,Dialysis,No,https://heal.nih.gov/files/CDEs/2023-07/dialysis-symptom-index-crf.docx,English
6136,dialysis-symptom-index-cde.xlsx,"The Dialysis Symptom Index (DSI) assesses symptoms and their severity in patients with end-stage renal disease.",Supplemental,English,Dialysis,No,https://heal.nih.gov/files/CDEs/2023-07/dialysis-symptom-index-cde.xlsx,English
6166,functional-disability-index-pediatric-crf.docx,"The Functional Disability Index (FDI) - Pediatric assesses children and adolescents ability to engage in a range of activities of everyday living.",Supplemental,English,Disability,No,https://heal.nih.gov/files/CDEs/2023-07/functional-disability-index-pediatric-crf.docx,English
6161,functional-disability-index-pediatric-cde.xlsx,"The Functional Disability Index (FDI) - Pediatric assesses children and adolescents ability to engage in a range of activities of everyday living.",Supplemental,English,Disability,No,https://heal.nih.gov/files/CDEs/2023-07/functional-disability-index-pediatric-cde.xlsx,English
6206,whodas-2-crf.docx,"The World Health Organization Disability Assessment Schedule (WHODAS 2.0) measures health and disability across cultures.",Supplemental,English,Disability,No,https://heal.nih.gov/files/CDEs/2023-07/whodas-2-crf.docx,English
6201,whodas-2-cde.xlsx,"The World Health Organization Disability Assessment Schedule (WHODAS 2.0) measures health and disability across cultures.",Supplemental,English,Disability,No,https://heal.nih.gov/files/CDEs/2023-07/whodas-2-cde.xlsx,English
6156,everyday-discrimination-scale-crf.docx,"The Everyday Discrimination Scale (EDS) measures subjective experiences of daily discrimination against minority populations.",Supplemental,English,Discrimination,No,https://heal.nih.gov/files/CDEs/2023-07/everyday-discrimination-scale-crf.docx,English
6151,everyday-discrimination-scale-cde.xlsx,"The Everyday Discrimination Scale (EDS) measures subjective experiences of daily discrimination against minority populations.",Supplemental,English,Discrimination,No,https://heal.nih.gov/files/CDEs/2023-07/everyday-discrimination-scale-cde.xlsx,English
6176,promis-emotional-support-4a-crf.pdf,"The PROMIS Emotional Support 4a assesses perceived feelings of being cared for and valued as a person.",Supplemental,English,"Emotional Support",No,https://heal.nih.gov/files/CDEs/2023-07/promis-emotional-support-4a-crf.pdf,English
6171,promis-emotional-support-4a-cde.xlsx,"The PROMIS Emotional Support 4a assesses perceived feelings of being cared for and valued as a person.",Supplemental,English,"Emotional Support",No,https://heal.nih.gov/files/CDEs/2023-07/promis-emotional-support-4a-cde.xlsx,English
6211,promis-emotional-support-4a-crf-spanish.pdf,"The PROMIS Emotional Support item 4a assesses perceived feelings of being cared for and valued as a person.",Supplemental,Spanish,"Emotional Support",No,https://heal.nih.gov/files/CDEs/2023-07/promis-emotional-support-4a-crf-spanish.pdf,Spanish
6186,promis-emotional-support-6a-crf.pdf,"The PROMIS Emotional Support 6a measures feelings of being cared for and having confident relationships.",Supplemental,English,"Emotional Support",No,https://heal.nih.gov/files/CDEs/2023-07/promis-emotional-support-6a-crf.pdf,English
6181,promis-emotional-support-6a-cde.xlsx,"The PROMIS Emotional Support 6a measures feelings of being cared for and having confident relationships.",Supplemental,English,"Emotional Support",No,https://heal.nih.gov/files/CDEs/2023-07/promis-emotional-support-6a-cde.xlsx,English
6216,promis-emotional-support-6a-crf-spanish.pdf,"The PROMIS Emotional Support 6a measures feelings of being cared for and having confident relationships.",Supplemental,Spanish,"Emotional Support",No,https://heal.nih.gov/files/CDEs/2023-07/promis-emotional-support-6a-crf-spanish.pdf,Spanish
6101,ruca-codes-crf.docx,"The  Rural-Urban Commuting Area (RUCA) codes measures population density, levels of urbanization and journey-to-work commuting to characterize U.S. census tracts.",Supplemental,English,Demographics,No,https://heal.nih.gov/files/CDEs/2023-07/ruca-codes-crf.docx,English
6091,ruca-codes-cde.xlsx,"The  Rural-Urban Commuting Area (RUCA) codes measures population density, levels of urbanization and journey-to-work commuting to characterize U.S. census tracts.",Supplemental,English,Demographics,No,https://heal.nih.gov/files/CDEs/2023-07/ruca-codes-cde.xlsx,English
6006,bdi-1-copyright-statement.docx,"The Beck Depression Inventory 1 (BDI) is a 21-item, self-report rating inventory that measures characteristic attitudes and symptoms of depression.",Supplemental,English,Depression,Yes,https://heal.nih.gov/files/CDEs/2023-07/bdi-1-copyright-statement.docx,English
6036,c-ssrs-copyright-statement.docx,"The Columbia Suicide Severity Rating Scale (C-SSRS) is a series of simple questions to assess the severity and immediacy of suicide risk that anyone can ask.",Supplemental,English,Depression,Yes,https://heal.nih.gov/files/CDEs/2023-07/c-ssrs-copyright-statement.docx,English
6061,phq-4-crf.docx,"The Patient Health Questionnaire 4 (PHQ 4) is an ultra-brief measurement of core symptoms/signs of depression and anxiety by combining the two-item measure (PHQ 2), consisting of core criteria for depression, as well as a two-item measure for anxiety (GAD 2).",Supplemental,English,Depression,No,https://heal.nih.gov/files/CDEs/2023-07/phq-4-crf.docx,English
6056,phq-4-cde.xlsx,"The Patient Health Questionnaire 4 (PHQ 4) is an ultra-brief measurement of core symptoms/signs of depression and anxiety by combining the two-item measure (PHQ 2), consisting of core criteria for depression, as well as a two-item measure for anxiety (GAD 2).",Supplemental,English,Depression,No,https://heal.nih.gov/files/CDEs/2023-07/phq-4-cde.xlsx,English
6111,phq-4-crf-spanish.docx,"The Patient Health Questionnaire 4 (PHQ 4) is an ultra-brief measurement of core symptoms/signs of depression and anxiety by combining the two-item measure (PHQ 2), consisting of core criteria for depression, as well as a two-item measure for anxiety (GAD 2).",Supplemental,Spanish,Depression,No,https://heal.nih.gov/files/CDEs/2023-07/phq-4-crf-spanish.docx,Spanish
6011,bdi-2-copyright-statement.docx,"The Beck Depression Inventory II is a brief, self-report inventory designed to measure the severity of depression symptomatology.",Supplemental,English,Depression,Yes,https://heal.nih.gov/files/CDEs/2023-07/bdi-2-copyright-statement.docx,English
6041,epds-copyright-statement.docx,"The Edinburgh Postnatal Depression Scale (EPDS) is a screening tool that diagnoses postpartum depression (PPD) or anxiety.",Supplemental,English,Depression,Yes,https://heal.nih.gov/files/CDEs/2023-07/epds-copyright-statement.docx,English
6071,promis-emotional-distress-depression-4a-crf.pdf,"The PROMIS Emotional Distress Depression 4a assesses the depression in individuals age 18 and older.",Supplemental,English,Depression,No,https://heal.nih.gov/files/CDEs/2023-07/promis-emotional-distress-depression-4a-crf.pdf,English
6066,promis-emotional-distress-depression-4a-cde.xlsx,"The PROMIS Emotional Distress Depression 4a assesses the depression in individuals age 18 and older.",Supplemental,English,Depression,No,https://heal.nih.gov/files/CDEs/2023-07/promis-emotional-distress-depression-4a-cde.xlsx,English
6116,promis-emotional-distress-depression-4a-crf-spanish.pdf,"The PROMIS Emotional Distress Depression 4a assesses the depression in individuals age 18 and older.",Supplemental,Spanish,Depression,No,https://heal.nih.gov/files/CDEs/2023-07/promis-emotional-distress-depression-4a-crf-spanish.pdf,Spanish
6086,promis-emotional-distress-depression-8b-crf.pdf,"The PROMIS Emotional Distress Depression 8b assesses the depression in individuals age 18 and older.",Supplemental,English,Depression,No,https://heal.nih.gov/files/CDEs/2023-07/promis-emotional-distress-depression-8b-crf.pdf,English
6076,promis-emotional-distress-depression-8b-cde.xlsx,"The PROMIS Emotional Distress Depression 8b assesses the depression in individuals age 18 and older.",Supplemental,English,Depression,No,https://heal.nih.gov/files/CDEs/2023-07/promis-emotional-distress-depression-8b-cde.xlsx,English
6121,promis-emotional-distress-depression-8b-crf-spanish.pdf,"The PROMIS Emotional Distress Depression 8b assesses the depression in individuals age 18 and older.",Supplemental,Spanish,Depression,No,https://heal.nih.gov/files/CDEs/2023-07/promis-emotional-distress-depression-8b-crf-spanish.pdf,Spanish
6096,promis-pediatric-depressive-symptoms-8a-crf.pdf,"The PROMIS Pediatric Depressive Symptoms 8a assesses the depression, in a pediatric population.",Supplemental,English,Depression,No,https://heal.nih.gov/files/CDEs/2023-07/promis-pediatric-depressive-symptoms-8a-crf.pdf,English
6081,promis-pediatric-depressive-symptoms-8a-cde.xlsx,"The PROMIS Pediatric Depressive Symptoms 8a assesses the depression, in a pediatric population.",Supplemental,English,Depression,No,https://heal.nih.gov/files/CDEs/2023-07/promis-pediatric-depressive-symptoms-8a-cde.xlsx,English
6126,promis-pediatric-depressive-symptoms-8a-crf-spanish.pdf,"The PROMIS Pediatric Depressive Symptoms 8a assesses the depression, in a pediatric population.",Supplemental,Spanish,Depression,No,https://heal.nih.gov/files/CDEs/2023-07/promis-pediatric-depressive-symptoms-8a-crf-spanish.pdf,Spanish
6001,misci-crf-spanish.docx,"The Multidimensional Inventory of Subjective Cognitive Impairment (MISCI) measure of cognitive dysfunction in subjects who suffer from fibromyalgia.",Supplemental,Spanish,"Cognitive Function",No,https://heal.nih.gov/files/CDEs/2023-07/misci-crf-spanish.docx,Spanish
5961,misci-cde.xlsx,"The Multidimensional Inventory of Subjective Cognitive Impairment (MISCI) measure of cognitive dysfunction in subjects who suffer from fibromyalgia.",Supplemental,English,"Cognitive Function",No,https://heal.nih.gov/files/CDEs/2023-07/misci-cde.xlsx,Spanish
5981,promis-cognitive-function-4a-crf.xlsx,"The PROMIS Cognitive Function 4a assesses patient-perceived cognitive deficits.",Supplemental,English,"Cognitive Function",No,https://heal.nih.gov/files/CDEs/2023-07/promis-cognitive-function-4a-crf.xlsx,English
5986,promis-cognitive-function-4a-cde.pdf,"The PROMIS Cognitive Function 4a assesses patient-perceived cognitive deficits.",Supplemental,English,"Cognitive Function",No,https://heal.nih.gov/files/CDEs/2023-07/promis-cognitive-function-4a-cde.pdf,English
5991,promis-cognitive-function-abilities-6a-crf.pdf,"The PROMIS Cognitive Function Abilities 6a measures patient-perceived cognitive abilities over the past 7 days.",Supplemental,English,"Cognitive Function",No,https://heal.nih.gov/files/CDEs/2023-07/promis-cognitive-function-abilities-6a-crf.pdf,English
5996,promis-cognitive-function-ability-6a-cde.xlsx,"The PROMIS Cognitive Function Abilities 6a measures patient-perceived cognitive abilities over the past 7 days.",Supplemental,English,"Cognitive Function",No,https://heal.nih.gov/files/CDEs/2023-07/promis-cognitive-function-ability-6a-cde.xlsx,English
5956,trail-making-test-copyright-statement.docx,"The Trail Making Test (TMT) is a neuropsychological assessment to indicate speed of cognitive processing and executive functioning.",Supplemental,English,"Cognitive Function",Yes,https://heal.nih.gov/files/CDEs/2023-07/trail-making-test-copyright-statement.docx,English
5976,pgcs-crf.docx,"The Pediatric Glasgow Coma Score (PGCS) measures the severity of traumatic brain injury in a pediatric population.",Supplemental,English,Coma,No,https://heal.nih.gov/files/CDEs/2023-07/pgcs-crf.docx,English
5971,pgcs-cde_.xlsx,"The Pediatric Glasgow Coma Score (PGCS) measures the severity of traumatic brain injury in a pediatric population.",Supplemental,English,Coma,No,https://heal.nih.gov/files/CDEs/2023-07/pgcs-cde_.xlsx,English
6021,brief-cope-crf.docx,"The Coping Orientation to Problems Experienced Inventory (Brief-COPE) is a 28 item self-report questionnaires measures effective and ineffective ways to cope with a stressful life event.",Supplemental,English,"Coping with pain",No,https://heal.nih.gov/files/CDEs/2023-07/brief-cope-crf.docx,English
6016,brief-cope-cde.xlsx,"The Coping Orientation to Problems Experienced Inventory (Brief-COPE) is a 28 item self-report questionnaires measures effective and ineffective ways to cope with a stressful life event.",Supplemental,English,"Coping with pain",No,https://heal.nih.gov/files/CDEs/2023-07/brief-cope-cde.xlsx,English
6026,csq-24-crf.docx,"The Coping Strategies Questionnaire (CSQ) 24 item measures the use of strategies for coping with pain by assessing six domains: distraction; catastrophizing; ignoring pain sensations; distancing from pain.",Supplemental,English,"Coping with pain",No,https://heal.nih.gov/files/CDEs/2023-07/csq-24-crf.docx,English
6031,csq-24-cde.xlsx,"The Coping Strategies Questionnaire (CSQ) 24 item measures the use of strategies for coping with pain by assessing six domains: distraction; catastrophizing; ignoring pain sensations; distancing from pain.",Supplemental,English,"Coping with pain",No,https://heal.nih.gov/files/CDEs/2023-07/csq-24-cde.xlsx,English
6051,pbhq-as-crf.docx,"The Post Hospitalization Behavior Questionnaire (PHBQ) assesses children's post-hospitalization and postoperative new-onset behavioral changes.",Supplemental,English,"Coping with pain",No,https://heal.nih.gov/files/CDEs/2023-07/pbhq-as-crf.docx,English
6046,pbhq-as-cde.xlsx,"The Post Hospitalization Behavior Questionnaire (PHBQ) assesses children's post-hospitalization and postoperative new-onset behavioral changes.",Supplemental,English,"Coping with pain",No,https://heal.nih.gov/files/CDEs/2023-07/pbhq-as-cde.xlsx,English
6106,pbhq-as-crf-spanish.docx,"The Post Hospitalization Behavior Questionnaire (PHBQ) assesses children's post-hospitalization and postoperative new-onset behavioral changes.",Supplemental,Spanish,"Coping with pain",No,https://heal.nih.gov/files/CDEs/2023-07/pbhq-as-crf-spanish.docx,Spanish
5676,koos-12-crf-spanish.docx,"The Knee Injury Osteoarthritis Outcome Score (KOOS-12) evaluates both short-term and long-term consequences of knee injury.",Supplemental,Spanish,Arthritis,No,https://heal.nih.gov/files/CDEs/2023-07/koos-12-crf-spanish.docx,Spanish
5601,koos-12-cde.xlsx,"The Knee Injury Osteoarthritis Outcome Score (KOOS-12) evaluates both short-term and long-term consequences of knee injury.",Supplemental,English,Arthritis,No,https://heal.nih.gov/files/CDEs/2023-07/koos-12-cde.xlsx,Spanish
5591,womac-copyright-statement.docx,"The Western Ontario and McMaster Universities Arthritis Index (WOMAC) evaluates the condition of patients with osteoarthritis of the knee and hip, including pain, stiffness, and physical functioning of the joints.",Supplemental,English,Arthritis,Yes,https://heal.nih.gov/files/CDEs/2023-07/womac-copyright-statement.docx,"English,Spanish"
5741,basis-24-copyright-statement.docx,"The Behavior and Symptom Identification Scale 24 (BASIS-24) assesses treatment outcomes by measuring symptoms and functional difficulties experienced by individuals seeking mental health services.",Supplemental,English,"Behavioral health",Yes,https://heal.nih.gov/files/CDEs/2023-07/basis-24-copyright-statement.docx,English
5751,cbq-vsf-crf.docx,"The Children's Behavior Questionnaire Very Short Form (CBQ-VSF) uses caregiver reports to measure a young children's temperament, in three broad domains.",Supplemental,English,"Behavioral health",No,https://heal.nih.gov/files/CDEs/2023-07/cbq-vsf-crf.docx,English
5746,cbq-vsf-cde.xlsx,"The Children's Behavior Questionnaire Very Short Form (CBQ-VSF) uses caregiver reports to measure a young children's temperament, in three broad domains.",Supplemental,English,"Behavioral health",No,https://heal.nih.gov/files/CDEs/2023-07/cbq-vsf-cde.xlsx,English
5776,dsm5-crosscutting-crf.docx,"The DSM-5 Level 1 Cross-Cutting Symptom Measure (DSM-XC) is a self or informant rated measure that assesses mental health domains across psychiatric diagnoses.",Supplemental,English,"Behavioral health",No,https://heal.nih.gov/files/CDEs/2023-07/dsm5-crosscutting-crf.docx,English
5771,dsm5-crosscutting-cde.xlsx,"The DSM-5 Level 1 Cross-Cutting Symptom Measure (DSM-XC) is a self or informant rated measure that assesses mental health domains across psychiatric diagnoses.",Supplemental,English,"Behavioral health",No,https://heal.nih.gov/files/CDEs/2023-07/dsm5-crosscutting-cde.xlsx,English
5846,scid-rv-copyright-statement.docx,"The Structured Clinical Interview for DSM-5 Research Version (SCID-RV) is a semi structured interview guide for making the major DSM-5 diagnoses.",Supplemental,English,"Behavioral health",Yes,https://heal.nih.gov/files/CDEs/2023-07/scid-rv-copyright-statement.docx,English
5921,2-minute-walk-crf.docx,"The 2 Minute Walk Test is a measure of self-paced walking ability and functional capacity.",Supplemental,English,Biomechanics,No,https://heal.nih.gov/files/CDEs/2023-07/2-minute-walk-crf.docx,English
5911,2-minute-walk-cde.xlsx,"The 2 Minute Walk Test is a measure of self-paced walking ability and functional capacity.",Supplemental,English,Biomechanics,No,https://heal.nih.gov/files/CDEs/2023-07/2-minute-walk-cde.xlsx,English
5926,6-minute-walk-crf.docx,"The 6 Minute Walk Test is a sub-maximal exercise test used to assess aerobic capacity and endurance.",Supplemental,English,Biomechanics,No,https://heal.nih.gov/files/CDEs/2023-07/6-minute-walk-crf.docx,English
5916,6-minute-walk-cde.xlsx,"The 6 Minute Walk Test is a sub-maximal exercise test used to assess aerobic capacity and endurance.",Supplemental,English,Biomechanics,No,https://heal.nih.gov/files/CDEs/2023-07/6-minute-walk-cde.xlsx,English
5936,promis-pediatric-upper-extremity-8a-crf.pdf,"The PROMIS Pediatric Upper Extremity 8a assesses a dimension of physical functioning, upper extremity, in a pediatric population.",Supplemental,English,Biomechanics,No,https://heal.nih.gov/files/CDEs/2023-07/promis-pediatric-upper-extremity-8a-crf.pdf,English
5931,promis-pediatric-upper-extremity-8a-cde.xlsx,"The PROMIS Pediatric Upper Extremity 8a assesses a dimension of physical functioning, upper extremity, in a pediatric population.",Supplemental,English,Biomechanics,No,https://heal.nih.gov/files/CDEs/2023-07/promis-pediatric-upper-extremity-8a-cde.xlsx,English
5946,promis-pediatric-upper-extremity-8a-crf-spanish.pdf,"The PROMIS Pediatric Upper Extremity 8a assesses a dimension of physical functioning, upper extremity, in a pediatric population.",Supplemental,Spanish,Biomechanics,No,https://heal.nih.gov/files/CDEs/2023-07/promis-pediatric-upper-extremity-8a-crf-spanish.pdf,Spanish
5941,qlq-cipn20-copyright-statment.docx,"The European Organization for Research and Treatment of Cancer Quality of Life Questionnaire 20 (EORTC QLQ-CIPN20) measures taxane-induced peripheral neuropathy (TIPN) symptoms.",Supplemental,English,Cancer,Yes,https://heal.nih.gov/files/CDEs/2023-07/qlq-cipn20-copyright-statment.docx,English
5951,copcs-copyright-statement.docx,"The Chronic Overlapping Pain Conditions Screener (COPCS) assesses for the presence of one or more of the chronic overlapping pain conditions.",Supplemental,English,"Chronic Overlapping Pain Condition",Yes,https://heal.nih.gov/files/CDEs/2023-07/copcs-copyright-statement.docx,English
5966,misci-crf.docx,"The Multidimensional Inventory of Subjective Cognitive Impairment (MISCI) measure of cognitive dysfunction in subjects who suffer from fibromyalgia.",Supplemental,English,"Cognitive Function",No,https://heal.nih.gov/files/CDEs/2023-07/misci-crf.docx,English
5616,mypas-crf.docx,"The modified Yale Preoperative Anxiety Scale (mYPAS)  assesses child anxiety during induction of anesthesia.",Supplemental,English,Anxiety,No,https://heal.nih.gov/files/CDEs/2023-07/mypas-crf.docx,English
5611,mypas-cde.xlsx,"The modified Yale Preoperative Anxiety Scale (mYPAS)  assesses child anxiety during induction of anesthesia.",Supplemental,English,Anxiety,No,https://heal.nih.gov/files/CDEs/2023-07/mypas-cde.xlsx,English
5626,pass-crf.docx,"The Pain Anxiety Symptoms Scale (PASS) evaluates pain anxiety, which leads to avoidance of daily activities and normal movements.",Supplemental,English,Anxiety,No,https://heal.nih.gov/files/CDEs/2023-07/pass-crf.docx,English
5621,pass-cde.xlsx,"The Pain Anxiety Symptoms Scale (PASS) evaluates pain anxiety, which leads to avoidance of daily activities and normal movements.",Supplemental,English,Anxiety,No,https://heal.nih.gov/files/CDEs/2023-07/pass-cde.xlsx,English
5641,promis-anxiety-sf-4a-crf.pdf,"The PROMIS Anxiety 4a assesses self-reported fear, anxious misery, hyperarousal, and somatic symptoms.",Supplemental,English,Anxiety,No,https://heal.nih.gov/files/CDEs/2023-07/promis-anxiety-sf-4a-crf.pdf,English
5636,promis-anxiety-sf-4a-cde.xlsx,"The PROMIS Anxiety 4a assesses self-reported fear, anxious misery, hyperarousal, and somatic symptoms.",Supplemental,English,Anxiety,No,https://heal.nih.gov/files/CDEs/2023-07/promis-anxiety-sf-4a-cde.xlsx,English
5681,promis-anxiety-sf-4a-crf-spanish.pdf,"The PROMIS Anxiety 4a assesses self-reported fear, anxious misery, hyperarousal, and somatic symptoms.",Supplemental,Spanish,Anxiety,No,https://heal.nih.gov/files/CDEs/2023-07/promis-anxiety-sf-4a-crf-spanish.pdf,Spanish
5656,promis-bank-anxiety-cat-crf.pdf,"The PROMIS Anxiety CAT is a 29-item bank, focusing on fear, worry, dread, hyperarousal and somatic symptoms.",Supplemental,English,Anxiety,No,https://heal.nih.gov/files/CDEs/2023-07/promis-bank-anxiety-cat-crf.pdf,English
5646,promis-bank-anxiety-cat-cde.xlsx,"The PROMIS Anxiety CAT is a 29-item bank, focusing on fear, worry, dread, hyperarousal and somatic symptoms.",Supplemental,English,Anxiety,No,https://heal.nih.gov/files/CDEs/2023-07/promis-bank-anxiety-cat-cde.xlsx,English
5691,promis-bank-anxiety-cat-crf-spanish.pdf,"The PROMIS Anxiety CAT is a 29-item bank, focusing on fear, worry, dread, hyperarousal and somatic symptoms.",Supplemental,Spanish,Anxiety,No,https://heal.nih.gov/files/CDEs/2023-07/promis-bank-anxiety-cat-crf-spanish.pdf,Spanish
5671,promis-pediatric-anxiety-sf-crf.pdf,"The PROMIS Pediatric Anxiety SF 8a is a self-report measure to assess a child's anxiety level over the past 7 days.",Supplemental,English,Anxiety,No,https://heal.nih.gov/files/CDEs/2023-07/promis-pediatric-anxiety-sf-crf.pdf,English
5666,stai-copyright-statement.docx,"The Spielberger State-Trait Anxiety Inventory (STAI) measures the state and trait components of anxiety.",Supplemental,English,Anxiety,Yes,https://heal.nih.gov/files/CDEs/2023-07/stai-copyright-statement.docx,"English,Spanish"
5606,koos-12-crf.docx,"The Knee Injury Osteoarthritis Outcome Score (KOOS-12) evaluates both short-term and long-term consequences of knee injury.",Supplemental,English,Arthritis,No,https://heal.nih.gov/files/CDEs/2023-07/koos-12-crf.docx,English
5541,arsma-1-scale-crf.docx,"The Acculturation Rating Scale for Mexican Americans II (ARSMA II) measures the cultural orientation toward Mexican culture and Anglo culture.",Supplemental,English,Acculturation,No,https://heal.nih.gov/files/CDEs/2023-07/arsma-1-scale-crf.docx,English
5546,arsma-1-scale-cde.xlsx,"The Acculturation Rating Scale for Mexican Americans II (ARSMA II) measures the cultural orientation toward Mexican culture and Anglo culture.",Supplemental,English,Acculturation,No,https://heal.nih.gov/files/CDEs/2023-07/arsma-1-scale-cde.xlsx,English
5586,arsma-1-scale-crf-spanish.docx,"The Acculturation Rating Scale for Mexican Americans II (ARSMA II) measures the cultural orientation toward Mexican culture and Anglo culture.",Supplemental,Spanish,Acculturation,No,https://heal.nih.gov/files/CDEs/2023-07/arsma-1-scale-crf-spanish.docx,Spanish
5551,arsma-2-scale-cde.xlsx,"The Acculturation Rating Scale for Mexican Americans II (ARSMA II) measures the cultural orientation toward Mexican culture and Anglo culture.",Supplemental,English,Acculturation,No,https://heal.nih.gov/files/CDEs/2023-07/arsma-2-scale-cde.xlsx,English
5556,arsma-2-scale-crf.docx,"The Acculturation Rating Scale for Mexican Americans II (ARSMA II) measures the cultural orientation toward Mexican culture and Anglo culture.",Supplemental,English,Acculturation,No,https://heal.nih.gov/files/CDEs/2023-07/arsma-2-scale-crf.docx,English
5581,arsma-2-scale-crf-spanish.docx,"The Acculturation Rating Scale for Mexican Americans II (ARSMA II) measures the cultural orientation toward Mexican culture and Anglo culture.",Supplemental,Spanish,Acculturation,No,https://heal.nih.gov/files/CDEs/2023-07/arsma-2-scale-crf-spanish.docx,Spanish
5561,i-panas-sf-copyright-statement.docx,"The International Positive and Negative Affect Schedule (I-PANAS-SF) is composed of two 10-item mood scales: one to measure positive affectivity and the other to measure negativity affectivity.",Supplemental,English,Affect,Yes,https://heal.nih.gov/files/CDEs/2023-07/i-panas-sf-copyright-statement.docx,English
5566,panas-copyright-statement.docx,"The Positive and Negative Affect Schedule (PANAS) is a scale that assesses feelings and emotions.",Supplemental,English,Affect,Yes,https://heal.nih.gov/files/CDEs/2023-07/panas-copyright-statement.docx,English
5571,panas-x-copyright-statement.docx,"The Positive and Negative Affect Schedule - Expanded Form (PANAS-X) measures both Positive Affect and Negative Affect, as well as 11 primary affects labeled: Fear, Sadness, Guilt, Hostility, Shyness, Fatigue, Surprise, Joviality, Self-Assurance, Attentiveness, and Serenity.",Supplemental,English,Affect,Yes,https://heal.nih.gov/files/CDEs/2023-07/panas-x-copyright-statement.docx,English
5576,paed-copyright-statement.docx,"The Pediatric Anesthesia Emergence Delirium (PAED) Scale is a cluster of behavioral disturbances, which include: restlessness, excitation, inconsolable crying, and delusions.",Supplemental,English,Anesthesia,Yes,https://heal.nih.gov/files/CDEs/2023-07/paed-copyright-statement.docx,English
5596,hads-copyright-statement.docx,"The Hospital Anxiety and Depression Scale (HADS) measures anxiety and depression in a general medical population of patients.",Supplemental,English,Anxiety,Yes,https://heal.nih.gov/files/CDEs/2023-07/hads-copyright-statement.docx,English
5056,sleep-disturbance-6a-crf.pdf,"The PROMIS 6a scale measures sleep disturbances in the past 7 days.","All Core, Adult Chronic, Adult Acute",English,Sleep,No,https://heal.nih.gov/files/CDEs/2023-05/sleep-disturbance-6a-crf.pdf,English
4971,sleep-disturbance-6a-crf-spanish.pdf,"The PROMIS 6a scale measures sleep disturbances in the past 7 days.","All Core, Adult Chronic, Adult Acute",Spanish,Sleep,No,https://heal.nih.gov/files/CDEs/2023-05/sleep-disturbance-6a-crf-spanish.pdf,Spanish
5066,sleep-duration-crf.docx,"The PROMIS 6a scale is composed of 6 items developed to assess the domain of sleep disturbances in the past 7 days.","All Core, Adult Chronic, Adult Acute",English,Sleep,No,https://heal.nih.gov/files/CDEs/2023-05/sleep-duration-crf.docx,English
4976,sleep-duration-crf-spanish.docx,"The Sleep Duration question measures the average amount of sleep the participant slept each night, in the past month.","All Core, Adult Chronic, Adult Acute",Spanish,Sleep,No,https://heal.nih.gov/files/CDEs/2023-05/sleep-duration-crf-spanish.docx,Spanish
4886,nida-modified-assist-crf.docx,"The NIDA-Modified ASSIST is a self-report measurement to assess participants for risky substance use.","All Core, Pediatrics",English,"Substance Use",No,https://heal.nih.gov/files/CDEs/2023-05/nida-modified-assist-crf.docx,English
4871,nida-modified-assist-cdes.xlsx,"The NIDA-Modified ASSIST is a self-report measurement to assess participants for risky substance use.","All Core, Pediatrics",English,"Substance Use",No,https://heal.nih.gov/files/CDEs/2023-05/nida-modified-assist-cdes.xlsx,English
4831,nida-modified-assist-crf-spanish.docx,"The NIDA-Modified ASSIST is a self-report measurement to assess participants for risky substance use.","All Core, Pediatrics",Spanish,"Substance Use",No,https://heal.nih.gov/files/CDEs/2023-05/nida-modified-assist-crf-spanish.docx,Spanish
